id, author, latitude, longitude
1117, Armstrong  David A., 47.60621, -122.33207
1118, Ernst  Billy, 35.44227, -105.12056
1119, Hinckley  Sarah, 47.60621, -122.33207
1120, Orensanz  J. M. (Lobo), -42.7692, -65.03851
1121, Lacerda  Norma, -8.01175, -34.95291
1122, Leitao  Lucia, -8.01175, -34.95291
1124, Hsieh  Chih-hao, 25.02588, 121.65161
1125, Yamauchi  Atsushi, 35.90807, 139.65657
1126, Nakazawa  Takefumi, 25.02588, 121.65161
1127, Wang  Wei-Fen, 25.02588, 121.65161
1129, Kerr  L. A., 38.31846, -76.45412
1130, Cadrin  S. X., -18.36472, 32.54166
1131, Secor  D. H., 38.31846, -76.45412
1132, Kvasnes  Mikkel A. J., 61.57065, 11.05548
1133, Storaas  Torstein, 61.57065, 11.05548
1134, Pedersen  Hans Chr., 61.57065, 11.05548
1135, Bjork  Svein, 61.57065, 11.05548
1136, Nilsen  Erlend B., 61.57065, 11.05548
1138, Cerna  R., -32.0304, 27.03191
1139, Paraiso  T. K., -32.0304, 27.03191
1140, Leger  Y., -32.0304, 27.03191
1141, Wouters  M., -32.0304, 27.03191
1142, Morier-Genoud  F., -32.0304, 27.03191
1143, Portella-Oberli  M. T., -32.0304, 27.03191
1144, Deveaud-Pledran  B., -32.0304, 27.03191
1145, Nachman  Gosta, 0, 0
1146, Borregaard  Michael K., 0, 0
1147, Desmet  Klaus, 40.29463, -3.65978
1148, Rossi-Hansberg  Esteban, -25.85, 30.95
1150, Lobanov  M. Yu., 56.11095, 47.84875
1151, Finkel'shtein  A. V., 56.11095, 47.84875
1152, Lizana  L., -24.24263, 31.08202
1153, Rosvall  M., -8.1909, 114.9116
1154, Sneppen  K., -24.24263, 31.08202
1155, Michalopoulou  Maria, 50.77603, 6.08723
1156, Riihijaervi  Janne, 50.77603, 6.08723
1157, Maehoenen  Petri, 50.77603, 6.08723
1159, Shi Hong, 25.01769, 121.17416
1165, Xiao  J. C., 27.19313, 118.46838
1166, Lu  Z., 27.19313, 118.46838
1167, Ma  K. J., 27.19313, 118.46838
1172, Loiselle  Steven A., -25.4083, 27.74219
1173, Azza  Nicholas, 0.06444, 32.44694
1174, Gichuki  John, -0.58333, 34.46667
1175, Bracchini  Luca, -25.4083, 27.74219
1176, Tognazzi  Antonio, -25.4083, 27.74219
1177, Dattilo  Arduino M., -25.4083, 27.74219
1178, Rossi  Claudio, -25.4083, 27.74219
1179, Cozar  Andres, -25.4083, 27.74219
1180, da Rocha  J. G., -4.98333, -38.56667
1181, Zambolim  L., -4.98333, -38.56667
1182, Maciel-Zambolim  E., -4.98333, -38.56667
1183, Ribeiro do Vale  F. X., -4.98333, -38.56667
1184, Watanabe  Kazunari, -8.4, 147.15
1185, Takeuchi  Yuichi, -8.4, 147.15
1186, Porrat  Dana, -27.43774, 25.13069
1187, Hayar  Aawatif, 43.62235, 7.04721
1188, Serfaty  Yuval, -27.43774, 25.13069
1189, Lorrilliere  Romain, -19.05, 29.56667
1190, Boisteau  Benjamin, 48.10343, -1.6723
1191, Robert  Alexandre, -19.05, 29.56667
1192, Yang  Dabin, 30.72608, 108.67483
1193, Zhang  Yigang, 30.72608, 108.67483
1194, Wu  Jinzhi, 30.72608, 108.67483
1195, Huang  Kun, 30.72608, 108.67483
1198, Oppo  Gian-Luca, -18.0707, 30.90529
1199, Lauzon-Guay  Jean-Sebastien, 50.08344, -61.68181
1200, Scheibling  Robert E., -26.05812, 24.36419
1201, Oddi  F. J., -33.4, -58.36667
1202, Dudinszky  N., -33.4, -58.36667
1203, Ghermandi  L., -33.4, -58.36667
1204, Malik  N., -23.32829, 29.29561
1205, Marwan  N., -23.32829, 29.29561
1206, Kurths  J., -22.64013, 28.61848
1207, Jin Jian, -30.414, 28.91504
1208, Wang Guang-Hua, -30.414, 28.91504
1209, Liu Xiao-Bing, -30.414, 28.91504
1210, Liu Jue-Dong, -30.414, 28.91504
1211, Chen Xue-Li, -30.414, 28.91504
1212, Herbert  S. J., -32.62392, 26.67086
1213, Koll-Schretzenmayr  Martina, -31.2, 27.28333
1214, Ritterhoff  Frank, -22.64013, 28.61848
1215, Siebel  Walter, 29.97661, -96.76498
1216, Lee  Chun-Lin, 25.02588, 121.65161
1217, Huang  Shu-Li, 25.02588, 121.65161
1218, Chan  Shih-Liang, 25.02588, 121.65161
1219, Irwin  Elena G., 45.26522, -93.05015
1220, Jayaprakash  Ciriyam, 45.26522, -93.05015
1221, Munroe  Darla K., 45.26522, -93.05015
1222, Ouyang  Wei, 0, 0
1223, Wang  Xuelei, 30.72608, 108.67483
1224, Hao  Fanghua, 30.72608, 108.67483
1225, Srinivasan  R., -29.80438, 31.00573
1226, Shi  Q. Q., 25.01769, 121.17416
1227, Pu  Z. Y., 30.72608, 108.67483
1228, Soucek  J., -23.6994, 28.9405
1229, Zong  Q. -G., 30.72608, 108.67483
1230, Pu  Z. Y., 30.72608, 108.67483
1231, Xie  L., 30.72608, 108.67483
1232, Chen  Y., 25.01769, 121.17416
1233, Zhang  H., 39.00455, -76.87553
1234, Li  L., 25.01769, 121.17416
1235, Xia  L. D., 25.01769, 121.17416
1236, Liu  Z. X., 30.72608, 108.67483
1237, Lucek  E., -18.38333, 32.58333
1238, Fazakerley  A. N., -19.4, 29.66667
1239, Reme  H., 37.17667, -83.32694
1240, Angilletta  Michael J.  Jr., 40.0495, -83.87799
1241, Sears  Michael W., 40.0495, -83.87799
1242, Pringle  Robert M., -34.4394, 19.45615
1243, Tsetlin  M. B., -24.19163, 31.08152
1244, Zakharov  A. A., 42.6427, -111.88857
1245, Maslakov  K. I., -24.19163, 31.08152
1246, Mikheeva  M. N., -24.19163, 31.08152
1248, Shakya  Sulochana, 31.91667, 34.75
1249, Weintraub  Phyllis G., 0, 0
1250, Coll  Moshe, 31.91667, 34.75
1251, Jin  Yu, 45.5287, 9.229
1252, Zhao  Xiao-Qiang, 45.5287, 9.229
1254, Horinouchi  Takeshi, 44.0, 143.0
1255, Tsuda  Toshitaka, -2.05, 31.68333
1256, Carrico  Kimberly M., 46.18733, -122.90539
1257, Vaishnav  Radhika, 46.18733, -122.90539
1258, Hall  Edward D., 46.18733, -122.90539
1259, Lobanov  M. Yu., 56.11095, 47.84875
1260, Finkel'shtein  A. V., 56.11095, 47.84875
1261, Saito  Hidetoshi, 34.44755, 132.76116
1262, Mimura  Keisuke, 34.44755, 132.76116
1263, Kawaiand  Koichiro, 34.44755, 132.76116
1264, Imabayashi  Hiromichi, 34.44755, 132.76116
1265, Kim  Jin-Hong, 34.14778, -118.14452
1266, Kushiro  Keiichiro, 34.14778, -118.14452
1267, Graham  Nicholas A., 34.14778, -118.14452
1268, Asthagiri  Anand R., 34.14778, -118.14452
1269, Johnson  Daniel P., 41.39695, -92.43352
1270, Wilson  Jeffrey S., 41.39695, -92.43352
1271, Woods  S., 52.11679, -106.63452
1272, Szyszkowski  W., 52.11679, -106.63452
1273, Texeira  Marcos, -20.28333, 30.66667
1274, Altesor  Alice, -20.28333, 30.66667
1275, Agergaard  Jytte, -24.24263, 31.08202
1276, Fold  Niels, -24.24263, 31.08202
1277, Gough  Katherine V., -24.24263, 31.08202
1278, Wakano  Joe Yuichiro, 34.8, 133.93333
1279, Nowak  Martin A., -19.8, 32.78333
1280, Hauert  Christoph, 45.63873, -122.66149
1281, Muralidharan  Daya, 41.21747, -106.77893
1282, Knapp  Keith C., 41.21747, -106.77893
1284, Jin  Yu, 45.5287, 9.229
1285, Zhao  Xiao-Qiang, 45.5287, 9.229
1286, Gelderblom  Mathias, -33.14181, 18.4695
1287, Leypoldt  Frank, -33.14181, 18.4695
1288, Steinbach  Karin, -33.14181, 18.4695
1289, Behrens  Doerthe, -33.14181, 18.4695
1290, Choe  Chi-Un, -33.14181, 18.4695
1291, Siler  Dominic A., -33.14181, 18.4695
1292, Arumugam  Thiruma V., 35.222, -101.8313
1293, Orthey  Ellen, -33.14181, 18.4695
1294, Gerloff  Christian, -33.14181, 18.4695
1295, Tolosa  Eva, -33.14181, 18.4695
1296, Magnus  Tim, -33.14181, 18.4695
1297, Rossi  Joni, -25.90866, 24.89688
1298, Govaerts  Annelies, -25.90866, 24.89688
1299, De Vos  Bruno, 50.7804, 3.90696
1300, Verbist  Bruno, -25.90866, 24.89688
1301, Vervoort  Andre, -25.90866, 24.89688
1302, Poesen  Jean, -25.90866, 24.89688
1303, Muys  Bart, -25.90866, 24.89688
1304, Deckers  Jozef, -25.90866, 24.89688
1305, Lorena  Rodrigo B., -25.90866, 24.89688
1306, Lambin  Eric F., -25.90866, 24.89688
1307, Batisani  Nnyaladzi, 0, 0
1308, Yarnal  Brent, 0, 0
1309, Pang  Yonggang, -18.8417, 29.64369
1310, Ucuzian  Areck A., -18.8417, 29.64369
1311, Matsumura  Akie, -18.8417, 29.64369
1312, Brey  Eric M., 46.57815, -124.05294
1313, Gassman  Andrew A., -18.8417, 29.64369
1314, Husak  Vicki A., 46.57815, -124.05294
1315, Greisler  Howard P., 46.57815, -124.05294
1316, Li  Yun, -22.46563, 28.93706
1317, Treutlein  P., 48.66917, -98.83263
1318, Reichel  J., -19.05, 29.56667
1319, Sinatra  A., -19.05, 29.56667
1320, Jansen  Stefan, 47.74667, -99.38679
1321, Walpersdorf  Eva, 47.74667, -99.38679
1322, Werner  Ursula, 47.74667, -99.38679
1323, Billerbeck  Markus, 47.74667, -99.38679
1324, Bottcher  Michael E., 47.74667, -99.38679
1325, de Beer  Dirk, 47.74667, -99.38679
1326, Zhang  Chunyu, 30.72608, 108.67483
1327, Gao  Lushuang, 30.72608, 108.67483
1328, Zhao  Xiuhai, 30.72608, 108.67483
1329, Linnane  Adrian, -9.68907, 20.4319
1330, Crosthwaite  Kelly, -17.89028, 31.13833
1331, Zhang  Ziming, 45.63873, -122.66149
1332, Li  Ze-Nian, 45.63873, -122.66149
1333, Drew  Mark, 45.63873, -122.66149
1335, Porrat  Dana, -27.43774, 25.13069
1337, Kaminsky  Eli, -27.43774, 25.13069
1338, Uziel  Moshe, -27.43774, 25.13069
1344, Zhao Lu, 30.72608, 108.67483
1345, Zheng Xinqi, 30.72608, 108.67483
1349, Powers  Matthew D., -19.99108, 31.35426
1350, Webster  Christopher R., -19.99108, 31.35426
1351, Pregitzer  Kurt S., 45.93928, -122.62927
1352, Palik  Brian J., 45.90122, -123.50401
1353, Szabo  Pal, 36.76894, -90.71095
1358, Yau  Shuehlin, 23.90452, 120.5298
1359, Lee  YiHui, 24.93929, 121.59985
1360, Chang  ChinZen, 24.93929, 121.59985
1361, Dow  Wei-Ping, 24.1469, 120.6839
1362, Parikh  Devi, 38.19982, -83.77691
1366, Tyler  Robin M., 45.67162, -90.18765
1367, Brady  Damian C., 38.77456, -75.13935
1368, Targett  Timothy E., 38.77456, -75.13935
1369, Tammaru  Tiit, 58.4, 26.75
1370, Leetmaa  Kadri, 58.4, 26.75
1371, Silm  Siiri, 58.4, 26.75
1372, Ahas  Rein, 58.4, 26.75
1373, Yu Xingxiu, 35.06306, 118.34278
1374, Ma Qian, 35.06306, 118.34278
1377, Yochelis  Arik, 32.81841, 34.9885
1378, Sheintuch  Moshe, 32.81841, 34.9885
1379, Zhang Guang-ri, 24.94829, 121.35251
1383, Jin  Yu, 45.5287, 9.229
1384, Zhao  Xiao-Qiang, 45.5287, 9.229
1385, Akiyama  Rintarou, -13.18333, -75.91667
1386, Watanabe  Hiroshi, -13.18333, -75.91667
1387, Sugiyama  Yuki, -13.18333, -75.91667
1395, Godfrey  S. S., -17.89028, 31.13833
1396, Bull  C. M., -17.89028, 31.13833
1397, Nelson  N. J., 41.16894, -82.21794
1399, Konda  Ryota, -2.05, 31.68333
1403, Ansori  Saifuddin, 34.81641, 135.56828
1405, Hardjono  Arisman, 34.81641, 135.56828
1406, Fang  Jian, 45.5287, 9.229
1407, Wei  Junjie, -30.414, 28.91504
1408, Zhao  Xiao-Qiang, 45.5287, 9.229
1410, Hunter  P. D., -25.93356, 24.23321
1411, Tyler  A. N., -25.93356, 24.23321
1412, Willby  N. J., -25.93356, 24.23321
1413, Gilvear  D. J., -25.93356, 24.23321
1414, Crowder  Kyle, 48.75955, -122.48822
1415, South  Scott J., -18.44465, 32.57982
1416, Bi  Huaxing, 30.72608, 108.67483
1417, Zhang  Jianjun, 30.72608, 108.67483
1418, Zhu  Jinzhao, 30.72608, 108.67483
1419, Lin  Liangliang, 30.72608, 108.67483
1420, Guo  Chaoying, 30.72608, 108.67483
1421, Ren  Yi, 30.72608, 108.67483
1422, Yun  Lei, 30.72608, 108.67483
1423, Ma  Na, 30.72608, 108.67483
1424, Maantay  Juliana A., 42.99272, -110.11572
1425, Maroko  Andrew R., 42.99272, -110.11572
1426, Porter-Morgan  Holly, 42.99272, -110.11572
1427, Fajardo  Alex, 46.02548, -112.54586
1428, Quiroz  Constanza L., 35.44227, -105.12056
1429, Cavieres  Lohengrin A., 13.68889, -90.00389
1430, Tee  Kok Keng, 3.1412, 101.68653
1431, Pybus  Oliver G., -18.16938, 30.45156
1432, Li  Xiao-Jie, -8.4, 147.15
1433, Han  Xiaoxu, 32.35698, 120.12941
1434, Shang  Hong, 32.35698, 120.12941
1435, Kamarulzaman  Adeeba, 3.1412, 101.68653
1436, Takebe  Yutaka, 32.35698, 120.12941
1437, Davis  Michael J., 45.65968, -88.87928
1438, Tomlin  Alison S., -18.49435, 31.4284
1439, Davis  Michael J., 45.65968, -88.87928
1440, Tomlin  Alison S., -18.49435, 31.4284
1441, Lin  Yiching, 22.63429, 120.36621
1442, Augspurger  Carol K., 7.41667, -60.71667
1443, Zhan  Shuifen, 30.73454, 119.52652
1444, Dai  Mingxin, 30.73454, 119.52652
1445, Jiang  Ping, 30.73454, 119.52652
1446, Peng  Shitao, 30.73454, 119.52652
1447, Ma  Lili, 30.73454, 119.52652
1448, Pierce  Aaron R., 41.3, -93.11667
1449, King  Sammy L., 34.69708, -81.34398
1451, Hlina  Jan, -23.6994, 28.9405
1452, Sekeresova  Zuzana, -23.6994, 28.9405
1453, Sonsky  Jiri, -23.6994, 28.9405
1454, Jewell  Kelly J., 45.63873, -122.66149
1455, Arcese  Peter, 45.63873, -122.66149
1456, Marmorino  G. O., -18.61739, 29.8101
1457, Smith  G. B., -18.61739, 29.8101
1458, Jomaa  Ihab, -3.88, -71.46139
1459, Auda  Yves, 37.17667, -83.32694
1460, Saleh  Bernadette Abi, -3.88, -71.46139
1462, Safi  Samir, -3.88, -71.46139
1463, van der Knaap  Bert, 0, 0
1464, Carrico  K. M., 46.18733, -122.90539
1465, Hall  E. D., 46.18733, -122.90539
1466, Roth  James D., -28.59275, 25.03108
1467, Murray  Dennis L., 42.87064, -71.95175
1468, Steury  Todd D., 48.3892, -4.48993
1469, Ping  Fan, 30.72608, 108.67483
1470, Luo  Zhexian, 24.94829, 121.35251
1471, Li  Xiaofan, 44.12686, -113.48807
1472, Killilea  Mary E., 38.5061, -77.5582
1473, Swei  Andrea, 47.07399, -122.3354
1474, Lane  Robert S., 47.07399, -122.3354
1475, Briggs  Cheryl J., -25.83333, 27.88333
1476, Ostfeld  Richard S., 38.5061, -77.5582
1477, Waluda  Claire M., -19.8, 32.78333
1478, Griffiths  Huw J., -19.8, 32.78333
1479, Rodhouse  Paul G., -19.8, 32.78333
1480, Bradbury  I. R., -26.05812, 24.36419
1481, Laurel  B. J., -27.88333, 30.3
1482, Robichaud  D., 33.07485, -92.33097
1484, Snelgrove  P. V. R., 45.5287, 9.229
1485, Gregory  R. S., 45.5287, 9.229
1486, Cote  D., 48.68321, -54.03141
1488, Pardos  Marta, -23.03332, 28.46217
1489, Montes  Fernando, -23.03332, 28.46217
1490, Canellas  Isabel, -23.03332, 28.46217
1491, Byamukama  E., 37.86472, -107.88229
1492, Robertson  A., 37.86472, -107.88229
1493, Nutter  F. W.  Jr., 37.86472, -107.88229
1494, Knapp  Keith C., 41.21747, -106.77893
1495, Schwabe  Kurt A., 41.21747, -106.77893
1496, Bureth  Antoine, 48.58361, 7.74806
1497, Yang  Ling, 0, 0
1498, Reece  Jeff M., -19.3, 29.65
1499, Cho  Jaiesoon, 0, 0
1500, Bortner  Carl D., 0, 0
1501, Shears  Stephen B., 0, 0
1502, Kokko  Hanna, -19.33417, 30.05945
1503, Heubel  Katja U., 60.17556, 24.93417
1504, Rankin  Daniel J., 42.33965, -111.38604
1505, Kastrup  Christian J., -18.30067, 30.32166
1506, Runyon  Matthew K., -18.30067, 30.32166
1507, Lucchetta  Elena M., -18.30067, 30.32166
1509, Ismagilov  Rustem F., -18.30067, 30.32166
1510, Waskoenig  J., -23.2861, 29.13964
1511, O'Connell  D., -23.2861, 29.13964
1512, Gathen  V. Schulz-von der, -23.2861, 29.13964
1513, Winter  J., -23.2861, 29.13964
1514, Park  S. -J., 7.41667, -60.71667
1515, Eden  J. G., 7.41667, -60.71667
1517, Snall  T., -19.27883, 30.00378
1518, O'Hara  R. B., 60.17556, 24.93417
1519, Ray  C., -19.27883, 30.00378
1520, Collinge  S. K., -19.27883, 30.00378
1521, Huitu  Otso, 60.53333, 22.33333
1522, Laaksonen  Jesse, 60.53333, 22.33333
1523, Klemola  Tero, 60.53333, 22.33333
1524, Korpimaki  Erkki, 60.53333, 22.33333
1525, Hundecha  Yeshewatesfa, 46.81228, -71.21454
1526, Ouarda  Taha B. M. J., 46.81228, -71.21454
1527, Bardossy  Andras, -32.15945, 25.28634
1528, Kovac  Jason R., -18.38333, 32.58333
1529, Chrones  Tom, -18.38333, 32.58333
1530, Sims  Stephen M., -18.38333, 32.58333
1532, Serghini  M., 36.23065, -83.32406
1533, Boutayeb  A., 34.68288, -1.9108
1534, Boumaaz  A., 36.23065, -83.32406
1535, Srairi  A., 36.23065, -83.32406
1536, Mesfioui  A., 36.23065, -83.32406
1537, Zoubi  A., 36.23065, -83.32406
1538, Dridi  A., 36.23065, -83.32406
1539, De Berg  W. J. van, -27.66667, 30.31667
1540, van den Broeke  M. R., -27.66667, 30.31667
1541, van Meijgaard  E., -24.64375, 29.15051
1542, Macek  Miroslav, 49.0, 14.5
1543, Pestova  Dana, 49.8233, 13.66545
1544, Martinez Perez  Maria Elena, 19.00917, -98.99715
1550, Wu  Guofeng, 24.65726, 121.79636
1551, De Leeuw  Jan, 0, 0
1552, Skidmore  Andrew K., 0, 0
1553, Prins  Herbert H. T., 0, 0
1554, Liu  Yaolin, 24.65726, 121.79636
1555, Voitovich  A. P., 57.0989, 93.33372
1556, Kalinov  V. S., 57.0989, 93.33372
1557, Loiko  Yu. V., 57.0989, 93.33372
1558, Naumenko  N. N., 57.0989, 93.33372
1559, Runets  L. P., 57.0989, 93.33372
1560, Stupak  A. P., 57.0989, 93.33372
1561, Hudina  S., 45.81444, 15.97798
1562, Maguire  I., 45.81444, 15.97798
1563, Klobucar  G. I. V., 45.81444, 15.97798
1564, Wlodarska-Kowalczuk  Maria, 42.45444, 20.4225
1565, Weslawski  Jan Marcin, 42.45444, 20.4225
1566, Ho  Alvin Y. T., 22.28455, 114.1582
1567, Xu  Jie, 22.28455, 114.1582
1568, Yin  Kedong, -10.51667, 33.5
1569, Yuan  Xiangcheng, 29.1488, 106.21889
1570, He  Lei, 29.1488, 106.21889
1571, Jiang  Yuelu, 22.28455, 114.1582
1572, Lee  Joseph H. W., 22.28455, 114.1582
1573, Anderson  Donald M., 41.51678, -70.68281
1574, Harrison  Paul J., 22.28455, 114.1582
1575, Jachowski  David S., -24.4873, 28.73279
1576, Millspaugh  Joshua J., -24.4873, 28.73279
1577, Biggins  Dean E., -18.61739, 29.8101
1583, Luo  Yao-Zhi, 30.06518, 102.19527
1584, Xu  Xian, 30.06518, 102.19527
1585, Mao  De-Can, 30.06518, 102.19527
1586, Li  Na, 30.06518, 102.19527
1587, Yu  Ying, 30.06518, 102.19527
1592, Huang  Zhen, -22.46563, 28.93706
1593, Zhou  Dai, -22.46563, 28.93706
1594, Shuai  Hong, -22.46563, 28.93706
1607, Kastrup  Christian J., -18.30067, 30.32166
1608, Runyon  Matthew K., -18.30067, 30.32166
1609, Shen  Feng, -18.30067, 30.32166
1610, Ismagilov  Rustem F., -18.30067, 30.32166
1611, Dolgonosov  M. S., -24.19163, 31.08152
1612, Zelenyi  L. M., -24.19163, 31.08152
1613, Grigorenko  E. E., -24.19163, 31.08152
1614, Sauvaud  J. -A., 37.17667, -83.32694
1615, Lemay  Mathieu, -32.0304, 27.03191
1616, Vesin  Jean-Marc, -32.0304, 27.03191
1617, Jacquemet  Vincent, -19.3, 29.65
1618, Forclaz  Andrei, -32.0304, 27.03191
1619, Kappenberger  Lukas, -32.0304, 27.03191
1620, van Oosterom  Adriaan, -32.0304, 27.03191
1656, Stevenson  W. R., 45.69567, -121.88452
1657, Khazheeva  Z. I., 51.82721, 107.60627
1658, Tulokhonov  A. K., 51.82721, 107.60627
1659, Dashibalova  L. T., 51.82721, 107.60627
1677, Gruenewald  Paul J., 0, 0
1678, Rerner  Lillian G., 0, 0
1679, Lery  Bridgette, 45.73365, 2.83559
1680, Needell  Barbara, 30.99213, -88.97838
1691, Auger  Pierre, 44.36832, -100.35097
1692, Lett  Christophe, 52.20011, -108.18467
1705, Schnyer  David, -19.76792, 31.69908
1706, Schmid  Annette, -20.87674, 28.85165
1707, Holcomb  Phillip J., 46.57205, -123.61738
1719, Ohara  Ken, -28.73249, 30.0827
1720, Nojima  Yusuke, -28.73249, 30.0827
1721, Kitano  Yumeka, -28.73249, 30.0827
1722, Ishibuchi  Hisao, -28.73249, 30.0827
1724, Ramachandran  Krishna, -22.97987, 29.33865
1725, Sikdar  Biplab, -22.97987, 29.33865
1727, Zhang Kui, 30.72608, 108.67483
1728, Qiao Zhong, 30.72608, 108.67483
1730, Shiina  T., -10.28333, 30.45
1731, Honda  T., -10.28333, 30.45
1753, Giarolla  Angelica, -22.70115, -44.99229
1772, Ma Qihua, 31.27924, 104.19374
1773, Cao Jianjun, 31.27924, 104.19374
1774, Wang Yitai, 31.27924, 104.19374
1778, Acquaye  Albert K. A., 28.0177, -82.1322
1779, Alston  Julian M., 28.0177, -82.1322
1780, Lee  Hyunok, 28.0177, -82.1322
1781, Sumner  Daniel A., 28.0177, -82.1322
1783, Shen  Yanbin, 30.06518, 102.19527
1784, Luo  Yaozhi, 30.06518, 102.19527
1785, Zhou  Yubin, 30.06518, 102.19527
1786, Tong  Ruofei, 30.06518, 102.19527
1787, Yuan  Fuhgwo, 7.18333, 8.56667
1788, Liu  Suntao, 37.69871, 120.62874
1792, Sih  GC, 14.95496, -83.52997
1793, Nied  HF, 50.1, 8.56667
1794, Xie  Xi-lin, -22.46563, 28.93706
1796, Zhou  Hui-liang, -22.46563, 28.93706
1803, Xiao  Jianchun, 27.19313, 118.46838
1818, Atanassov  V, 36.45169, -103.82913
1845, Kelly-Hope  Louise A., 72.68333, 2.91667
1846, Viboud  Cecile, 36.70078, -119.71764
1847, Hirano  Eduardo W., 40.80448, 140.34382
1848, Miller  Mark A., -32.03282, 28.73888
1850, Brown  Karen M., 40.85439, -111.90022
1851, Goranson  Carol, 42.4, 1.88333
1852, Gower  Stith T., 39.61083, -94.5994
1900, Biber  PD, 30.41131, -88.82781
1902, He  ZB, 23.08964, 112.73373
1914, May  A, -33.14181, 18.4695
1922, Walcott  SM, -17.73658, 31.37926
1924, Hill  PW, 40.20177, -75.25518
1936, Drubin  DG, 47.07399, -122.3354
1938, Wong  CK, 22.28455, 114.1582
1939, Moody  JA, -19.27883, 30.00378
1941, Rigg  J, -19.3, 29.65
1942, BenDor  TK, 40.11642, -88.24338
1944, Zhang  L, 35.90348, 111.38866
1946, Vishnyakov  VI, -33.13864, 19.43306
1948, Schulz  K, 51.34198, 12.37498
1954, Bohan  DA, 51.81356, -0.35672
1974, Adams  E, -22.6595, 28.66882
